MsgID.GLOBAL_POSITION,1520471431.0930078,-122.3974519,37.7924799,0.0860000
MsgID.LOCAL_VELOCITY,1520471431.0930078,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471431.0932889,-0.0013821,-0.1688270,-0.0865068
MsgID.LOCAL_VELOCITY,1520471431.0932889,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520471431.0936019,False,False
MsgID.GLOBAL_HOME,1520471431.0940711,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520471431.0943871,-122.3974508,37.7924795,0.1070000
MsgID.LOCAL_VELOCITY,1520471431.0943871,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471431.0945861,-0.0457795,-0.0747123,-0.1076004
MsgID.LOCAL_VELOCITY,1520471431.0945861,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520471431.0948591,-122.3974494,37.7924793,0.1180000
MsgID.LOCAL_VELOCITY,1520471431.0948591,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471431.0950930,-0.0669773,0.0489824,-0.1186640
MsgID.LOCAL_VELOCITY,1520471431.0950930,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520471431.0953391,-122.3974513,37.7924803,0.1200000
MsgID.LOCAL_VELOCITY,1520471431.0953391,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471431.0955350,0.0403471,-0.1226351,-0.1203533
MsgID.LOCAL_VELOCITY,1520471431.0955350,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520471431.1819708,-122.3974518,37.7924813,0.1140000
MsgID.LOCAL_VELOCITY,1520471431.1819708,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471431.1822431,0.1446771,-0.1635087,-0.1147207
MsgID.LOCAL_VELOCITY,1520471431.1822431,0.0000104,0.0000004,0.0000542
MsgID.STATE,1520471431.4310970,True,True
MsgID.GLOBAL_HOME,1520471431.5190871,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520471431.5192120,-122.3974514,37.7924799,0.1050000
MsgID.LOCAL_VELOCITY,1520471431.5192120,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471431.5193441,-0.0060260,-0.1321294,-0.1053070
MsgID.LOCAL_VELOCITY,1520471431.5193441,-0.0000053,0.0000014,0.0000289
MsgID.GLOBAL_POSITION,1520471431.6821840,-122.3974504,37.7924798,0.0940000
MsgID.LOCAL_VELOCITY,1520471431.6821840,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471431.6823909,-0.0167845,-0.0433698,-0.0948778
MsgID.LOCAL_VELOCITY,1520471431.6823909,-0.0000052,0.0000014,0.0000287
MsgID.GLOBAL_POSITION,1520471431.9332130,-122.3974485,37.7924800,0.0870000
MsgID.LOCAL_VELOCITY,1520471431.9332130,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471431.9334280,0.0000022,0.1295649,-0.0876184
MsgID.LOCAL_VELOCITY,1520471431.9334280,0.0000014,0.0000040,0.0000246
MsgID.GLOBAL_POSITION,1520471432.1832619,-122.3974510,37.7924799,0.0830000
MsgID.LOCAL_VELOCITY,1520471432.1832619,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471432.1834600,-0.0000172,-0.0944767,-0.0835925
MsgID.LOCAL_VELOCITY,1520471432.1834600,0.0000154,0.0000019,0.0000480
MsgID.STATE,1520471432.4325340,True,True
MsgID.GLOBAL_HOME,1520471432.4329441,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520471432.4330800,-122.3974521,37.7924799,0.0820000
MsgID.LOCAL_VELOCITY,1520471432.4330800,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520471432.4332211,-0.0002134,-0.1871644,-0.0825467
MsgID.LOCAL_VELOCITY,1520471432.4332211,-0.0000043,0.0000019,0.0000244
MsgID.GLOBAL_POSITION,1520471432.6832159,-122.3974514,37.7924799,0.3610000
MsgID.LOCAL_VELOCITY,1520471432.6832159,0.0000000,0.0000000,-1.9800000
MsgID.LOCAL_POSITION,1520471432.6834471,-0.0000074,-0.1260524,-0.3625766
MsgID.LOCAL_VELOCITY,1520471432.6834471,0.0001006,0.0058659,-1.9909688
MsgID.GLOBAL_POSITION,1520471432.9339571,-122.3974508,37.7924800,0.9870000
MsgID.LOCAL_VELOCITY,1520471432.9339571,0.0000000,0.0000000,-2.9300000
MsgID.LOCAL_POSITION,1520471432.9341750,0.0007519,-0.0743259,-0.9891367
MsgID.LOCAL_VELOCITY,1520471432.9341750,0.0067411,-0.0018506,-2.9406629
MsgID.GLOBAL_POSITION,1520471433.1831539,-122.3974495,37.7924800,1.7920000
MsgID.LOCAL_VELOCITY,1520471433.1831539,0.0100000,-0.0100000,-3.4300000
MsgID.LOCAL_POSITION,1520471433.1833842,0.0033272,0.0394793,-1.7938465
MsgID.LOCAL_VELOCITY,1520471433.1833842,0.0136144,-0.0159434,-3.4396298
MsgID.STATE,1520471433.4326148,True,True
MsgID.GLOBAL_HOME,1520471433.4328370,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520471433.4329710,-122.3974479,37.7924792,2.6740000
MsgID.LOCAL_VELOCITY,1520471433.4329710,0.0000000,-0.0300000,-3.6800000
MsgID.LOCAL_POSITION,1520471433.4331501,-0.0830676,0.1794722,-2.6768332
MsgID.LOCAL_VELOCITY,1520471433.4331501,0.0085875,-0.0328907,-3.6866107
MsgID.GLOBAL_POSITION,1520471433.6839960,-122.3974488,37.7924789,3.6310000
MsgID.LOCAL_VELOCITY,1520471433.6839960,0.0000000,-0.0500000,-3.7600000
MsgID.LOCAL_POSITION,1520471433.6842508,-0.1197410,0.1053800,-3.6334550
MsgID.LOCAL_VELOCITY,1520471433.6842508,0.0079902,-0.0579857,-3.7610741
MsgID.GLOBAL_POSITION,1520471433.9327569,-122.3974490,37.7924803,4.5870000
MsgID.LOCAL_VELOCITY,1520471433.9327569,0.0100000,-0.0600000,-3.8300000
MsgID.LOCAL_POSITION,1520471433.9329851,0.0366518,0.0858933,-4.5872874
MsgID.LOCAL_VELOCITY,1520471433.9329851,0.0130229,-0.0638454,-3.8347604
MsgID.GLOBAL_POSITION,1520471434.1838369,-122.3974516,37.7924802,5.3310000
MsgID.LOCAL_VELOCITY,1520471434.1838369,0.0100000,-0.0500000,-1.7300000
MsgID.LOCAL_POSITION,1520471434.1840231,0.0237674,-0.1497675,-5.3316889
MsgID.LOCAL_VELOCITY,1520471434.1840231,0.0105238,-0.0552228,-1.7300727
MsgID.STATE,1520471434.4327738,True,True
MsgID.GLOBAL_HOME,1520471434.4330308,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520471434.4331870,-122.3974524,37.7924801,5.4950000
MsgID.LOCAL_VELOCITY,1520471434.4331870,0.0000000,-0.0300000,0.1700000
MsgID.LOCAL_POSITION,1520471434.4333849,0.0160566,-0.2205132,-5.4953036
MsgID.LOCAL_VELOCITY,1520471434.4333849,0.0068194,-0.0397436,0.1814019
MsgID.GLOBAL_POSITION,1520471434.6842141,-122.3974519,37.7924799,5.3050000
MsgID.LOCAL_VELOCITY,1520471434.6842141,0.0000000,0.2500000,1.1500000
MsgID.LOCAL_POSITION,1520471434.6843750,-0.0083985,-0.1715229,-5.3058095
MsgID.LOCAL_VELOCITY,1520471434.6843750,-0.0006737,0.2535196,1.1562185
MsgID.GLOBAL_POSITION,1520471434.9331331,-122.3974483,37.7924788,4.9780000
MsgID.LOCAL_VELOCITY,1520471434.9331331,0.0100000,1.1500000,1.2400000
MsgID.LOCAL_POSITION,1520471434.9333861,-0.1330707,0.1462230,-4.9774246
MsgID.LOCAL_VELOCITY,1520471434.9333861,0.0101636,1.1585994,1.2450432
MsgID.GLOBAL_POSITION,1520471435.1842701,-122.3974447,37.7924801,4.8040000
MsgID.LOCAL_VELOCITY,1520471435.1842701,0.6300000,1.6500000,0.0800000
MsgID.LOCAL_POSITION,1520471435.1845250,0.0217736,0.4691326,-4.8048830
MsgID.LOCAL_VELOCITY,1520471435.1845250,0.6340858,1.6551763,0.0842952
MsgID.STATE,1520471435.4313281,True,True
MsgID.GLOBAL_HOME,1520471435.4316480,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520471435.4336231,-122.3974410,37.7924830,4.8830000
MsgID.LOCAL_VELOCITY,1520471435.4336231,1.5100000,1.1600000,-0.5800000
MsgID.LOCAL_POSITION,1520471435.4338539,0.3402772,0.7939237,-4.8832126
MsgID.LOCAL_VELOCITY,1520471435.4338539,1.5154445,1.1654333,-0.5878679
MsgID.GLOBAL_POSITION,1520471435.6842330,-122.3974372,37.7924870,5.0150000
MsgID.LOCAL_VELOCITY,1520471435.6842330,1.4000000,0.9500000,-0.3300000
MsgID.LOCAL_POSITION,1520471435.6844280,0.7814357,1.1350948,-5.0155358
MsgID.LOCAL_VELOCITY,1520471435.6844280,1.4098605,0.9511788,-0.3329099
MsgID.GLOBAL_POSITION,1520471435.9345229,-122.3974329,37.7924899,5.0350000
MsgID.LOCAL_VELOCITY,1520471435.9345229,1.1200000,1.1600000,0.1400000
MsgID.LOCAL_POSITION,1520471435.9347420,1.1011012,1.5161798,-5.0352583
MsgID.LOCAL_VELOCITY,1520471435.9347420,1.1274585,1.1679600,0.1502627
MsgID.GLOBAL_POSITION,1520471436.1834559,-122.3974325,37.7924913,4.9810000
MsgID.LOCAL_VELOCITY,1520471436.1834559,1.2800000,1.0600000,0.1900000
MsgID.LOCAL_POSITION,1520471436.1836691,1.2655470,1.5530365,-4.9815426
MsgID.LOCAL_VELOCITY,1520471436.1836691,1.2852018,1.0624403,0.1965064
MsgID.STATE,1520471436.4324491,True,True
MsgID.GLOBAL_HOME,1520471436.4326501,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520471436.4348190,-122.3974283,37.7924938,4.9500000
MsgID.LOCAL_VELOCITY,1520471436.4348190,1.2900000,1.1000000,0.0400000
MsgID.LOCAL_POSITION,1520471436.4350069,1.5400246,1.9218087,-4.9509263
MsgID.LOCAL_VELOCITY,1520471436.4350069,1.2974880,1.1031578,0.0400124
MsgID.GLOBAL_POSITION,1520471436.6834130,-122.3974231,37.7924976,4.9560000
MsgID.LOCAL_VELOCITY,1520471436.6834130,0.9900000,1.5500000,-0.0200000
MsgID.LOCAL_POSITION,1520471436.6836140,1.9606700,2.3904107,-4.9567223
MsgID.LOCAL_VELOCITY,1520471436.6836140,0.9943417,1.5534956,-0.0252881
MsgID.GLOBAL_POSITION,1520471436.9341431,-122.3974202,37.7924995,4.9670000
MsgID.LOCAL_VELOCITY,1520471436.9341431,0.7700000,1.3800000,-0.0200000
MsgID.LOCAL_POSITION,1520471436.9343309,2.1732848,2.6411347,-4.9679327
MsgID.LOCAL_VELOCITY,1520471436.9343309,0.7750353,1.3866131,-0.0208472
MsgID.GLOBAL_POSITION,1520471437.1848772,-122.3974188,37.7925018,4.9800000
MsgID.LOCAL_VELOCITY,1520471437.1848772,1.0800000,1.1700000,-0.0100000
MsgID.LOCAL_POSITION,1520471437.1851039,2.4268489,2.7715218,-4.9806209
MsgID.LOCAL_VELOCITY,1520471437.1851039,1.0814131,1.1796031,-0.0136606
MsgID.STATE,1520471437.4318888,True,True
MsgID.GLOBAL_HOME,1520471437.4321370,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520471437.4342680,-122.3974142,37.7925041,4.9890000
MsgID.LOCAL_VELOCITY,1520471437.4342680,1.0900000,1.5800000,0.0300000
MsgID.LOCAL_POSITION,1520471437.4345360,2.6883883,3.1787598,-4.9890714
MsgID.LOCAL_VELOCITY,1520471437.4345360,1.0958654,1.5834632,0.0367489
MsgID.GLOBAL_POSITION,1520471437.6848159,-122.3974082,37.7925052,4.9860000
MsgID.LOCAL_VELOCITY,1520471437.6848159,1.0400000,1.5800000,0.1100000
MsgID.LOCAL_POSITION,1520471437.6849909,2.8100698,3.7094560,-4.9863019
MsgID.LOCAL_VELOCITY,1520471437.6849909,1.0490199,1.5887902,0.1161896
MsgID.GLOBAL_POSITION,1520471437.9353590,-122.3974060,37.7925095,4.9630000
MsgID.LOCAL_VELOCITY,1520471437.9353590,1.5200000,0.9800000,0.0700000
MsgID.LOCAL_POSITION,1520471437.9355240,3.2875359,3.9086983,-4.9636302
MsgID.LOCAL_VELOCITY,1520471437.9355240,1.5223291,0.9806333,0.0734000
